filepath,disease,signer,label
landmarks/CONJUCTIVITIES/SURESH/SURESH__SURESH__SURESH_1.npy,CONJUCTIVITIES,suresh,10
landmarks/ASTHMA/NARESH/NARESH__NARESH__NARESH_8.npy,ASTHMA,naresh,0
landmarks/Swell/Junali/Junali__Junali__Junali_21.npy,Swell,junali,43
landmarks/STD/AKASH/AKASH__AKASH__AKASH_12.npy,STD,akash,38
landmarks/SORE THROAT/prakash/PRAKASH_27.npy,SORE THROAT,prakash,37
landmarks/Ear Ache/Umiraj/Umiraj__Umiraj__UMIRAJ_21.npy,Ear Ache,umiraj,19
landmarks/HEAD ACHE/pranati/PRANATI_27.npy,HEAD ACHE,pranati,23
landmarks/HEAT BURN/chayanika/CHAYANIKA_ 2.npy,HEAT BURN,chayanika,25
landmarks/Sore Finger/Anindita/Anindita__Anindita__Anindita_2.npy,Sore Finger,anindita,41
landmarks/Swell/Rinki/Rinki__Rinki__WIN_20250602_12_53_37_Pro.npy,Swell,rinki,43
landmarks/BRUISE/chayanika/CHAYANIKA_7.npy,BRUISE,chayanika,4
landmarks/Back Ache/Rinki/Rinki__Rinki__WIN_20250602_12_33_13_Pro.npy,Back Ache,rinki,5
landmarks/JAUNDICE/SURESH/SURESH__SURESH__SURESH_2.npy,JAUNDICE,suresh,30
landmarks/Faint/rinki/RINKI_22.npy,Faint,rinki,21
landmarks/CONJUCTIVITIES/AKASH/AKASH__AKASH__AKASH_24.npy,CONJUCTIVITIES,akash,10
landmarks/Ear Ache/Biraj/Biraj__Biraj__BIRAJ_9.npy,Ear Ache,biraj,19
landmarks/HEPATITIS/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_20.npy,HEPATITIS,harkhapratim gogoi,26
landmarks/Retching/anindita/ANINDITA_17.npy,Retching,anindita,35
landmarks/Tooth ache/Rinki/Rinki__Rinki__Rinki_7.npy,Tooth ache,rinki,45
landmarks/Faint/rupanjali/RUPANJALI_35.npy,Faint,rupanjali,21
landmarks/Ear Ache/Bishal/Bishal__Bishal__BISHAL_2.npy,Ear Ache,bishal,19
landmarks/Rash/Kalyan/Kalyan__Kalyan__KALYAN_27.npy,Rash,kalyan,34
landmarks/STOMACH ACHE/arinjit kataki/ARINJIT_11.npy,STOMACH ACHE,arinjit kataki,39
landmarks/Cut/Shubham/Shubham__Shubham__SHUBHAM_22.npy,Cut,shubham,15
landmarks/Swell/Junali/Junali__Junali__WIN_20250602_12_01_29_Pro.npy,Swell,junali,43
landmarks/STOMACH ACHE/arinjit kataki/ARINJIT_2.npy,STOMACH ACHE,arinjit kataki,39
landmarks/Cough/Biraj/Biraj__Biraj__BIRAJ_26.npy,Cough,biraj,13
landmarks/Ear Ache/Biraj/Biraj__Biraj__BIRAJ_20.npy,Ear Ache,biraj,19
landmarks/TB/Suresh/Suresh__Suresh__SURESH_1.npy,TB,suresh,44
landmarks/Bone Fracture/junali/JUNALI_11.npy,Bone Fracture,junali,7
landmarks/Allergies/Kalyan/Kalyan__Kalyan__KALYAN_38.npy,Allergies,kalyan,1
landmarks/Vomit/Bishal/Bishal__Bishal__BISHAL_13.npy,Vomit,bishal,46
landmarks/STOMACH ACHE/arinjit kataki/ARINJIT_49.npy,STOMACH ACHE,arinjit kataki,39
landmarks/HEPATITIS/AKASH/AKASH__AKASH__AKASH_28.npy,HEPATITIS,akash,26
landmarks/Injury/Umiraj/Umiraj__Umiraj__UMIRAJ_19.npy,Injury,umiraj,28
landmarks/Cramp/Rinki/Rinki__Rinki__WIN_20250602_12_54_24_Pro.npy,Cramp,rinki,14
landmarks/Bleed/anindita/ANINDITA_26.npy,Bleed,anindita,6
landmarks/STOMACH ACHE/pranati/PRANATI_9.npy,STOMACH ACHE,pranati,39
landmarks/HEAT BURN/pranati/PRANATI_3.npy,HEAT BURN,pranati,25
landmarks/TB/Akash/Akash__Akash__AKASH_25.npy,TB,akash,44
landmarks/HEAT BURN/arinjit kataki/ARINJIT_ 11.npy,HEAT BURN,arinjit kataki,25
landmarks/HEAT BURN/chayanika/CHAYANIKA_ 22.npy,HEAT BURN,chayanika,25
landmarks/Rash/Bishal/Bishal__Bishal__BISHAL_35.npy,Rash,bishal,34
landmarks/Cold/Shubham/Shubham__Shubham__SHUBHAM_28.npy,Cold,shubham,12
landmarks/MUMPSE/NARESH/NARESH__NARESH__NARESH_1.npy,MUMPSE,naresh,31
landmarks/Cut/Kalyan/Kalyan__Kalyan__KALYAN_4.npy,Cut,kalyan,15
landmarks/Dizziness/Rinki/Rinki__Rinki__Rinki_23.npy,Dizziness,rinki,18
landmarks/SORE THROAT/prakash/PRAKASH_11.npy,SORE THROAT,prakash,37
landmarks/Bone Fracture/rupanjali/RUPANJALI_22.npy,Bone Fracture,rupanjali,7
landmarks/Cold/Shubham/Shubham__Shubham__SHUBHAM_2.npy,Cold,shubham,12
landmarks/SHOULDER PAIN/arinjit kataki/ARINJIT_13.npy,SHOULDER PAIN,arinjit kataki,36
landmarks/STD/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_46.npy,STD,arinjit kataki,38
landmarks/Sneeze/Anindita/Anindita__Anindita__Anindita_2.npy,Sneeze,anindita,40
landmarks/Broken Arm/Kalyan/Kalyan__Kalyan__KALYAN_44.npy,Broken Arm,kalyan,8
landmarks/FLU/harkhapratim gogoi/HARKAPRATIM_15.npy,FLU,harkhapratim gogoi,20
landmarks/HEPATITIS/NARESH/NARESH__NARESH__NARESH_13.npy,HEPATITIS,naresh,26
landmarks/Sunburn/Biraj/Biraj__Biraj__BIRAJ_20.npy,Sunburn,biraj,42
landmarks/BRUISE/prakash/PRAKASH_13.npy,BRUISE,prakash,4
landmarks/CHICKEN POX/NARESH/NARESH__NARESH__NARESH_28.npy,CHICKEN POX,naresh,9
landmarks/Cough/Bishal/Bishal__Bishal__BISHAL_35.npy,Cough,bishal,13
landmarks/RUNNY NOSE/prakash/PRAKASH_31.npy,RUNNY NOSE,prakash,33
landmarks/Back Ache/Junali/Junali__Junali__Junali_3.npy,Back Ache,junali,5
landmarks/Back Ache/Junali/Junali__Junali__Junali_13.npy,Back Ache,junali,5
landmarks/STOMACH ACHE/pranati/PRANATI_11.npy,STOMACH ACHE,pranati,39
landmarks/Diabetes/rupanjali/RUPANJALI_6.npy,Diabetes,rupanjali,17
landmarks/Dizziness/Junali/Junali__Junali__Junali_2.npy,Dizziness,junali,18
landmarks/Cough/Umiraj/Umiraj__Umiraj__UMIRAJ_11.npy,Cough,umiraj,13
landmarks/Cough/Umiraj/Umiraj__Umiraj__UMIRAJ_4.npy,Cough,umiraj,13
landmarks/nausea/rinki/RINKI_11.npy,nausea,rinki,47
landmarks/Sneeze/Junali/Junali__Junali__WIN_20250602_11_52_13_Pro.npy,Sneeze,junali,40
landmarks/Faint/rupanjali/RUPANJALI_9.npy,Faint,rupanjali,21
landmarks/Fever/Junali/Junali__Junali__WIN_20250602_12_07_13_Pro.npy,Fever,junali,22
landmarks/Swell/Junali/Junali__Junali__WIN_20250602_11_59_58_Pro.npy,Swell,junali,43
landmarks/Faint/rajkumar/RAJKUMAR_38.npy,Faint,rajkumar,21
landmarks/Cough/Biraj/Biraj__Biraj__BIRAJ_6.npy,Cough,biraj,13
landmarks/BROKEN BONES/harkhapratim gogoi/HARKAPRATIM_4.npy,BROKEN BONES,harkhapratim gogoi,3
landmarks/Cold/Kalyan/Kalyan__Kalyan__KALYAN_10.npy,Cold,kalyan,12
landmarks/Fever/Rinki/Rinki__Rinki__WIN_20250602_12_59_06_Pro.npy,Fever,rinki,22
landmarks/CONJUCTIVITIES/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_27.npy,CONJUCTIVITIES,arinjit kataki,10
landmarks/Measles/rinki/RINKI_4.npy,Measles,rinki,32
landmarks/Swell/anindita/Anindita_20.npy,Swell,anindita,43
landmarks/nausea/Rajkumar/Rajkumar__Rajkumar__RAJKUMAR_1.npy,nausea,rajkumar,47
landmarks/Cramp/Rinki/Rinki__Rinki__Rinki_10.npy,Cramp,rinki,14
landmarks/Sunburn/Biraj/Biraj__Biraj__BIRAJ_11.npy,Sunburn,biraj,42
landmarks/Faint/rupanjali/RUPANJALI_30.npy,Faint,rupanjali,21
landmarks/ASTHMA/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_21.npy,ASTHMA,harkhapratim gogoi,0
landmarks/STOMACH ACHE/pranati/PRANATI_23.npy,STOMACH ACHE,pranati,39
landmarks/Fever/Rinki/Rinki__Rinki__WIN_20250602_12_57_58_Pro.npy,Fever,rinki,22
landmarks/Allergies/Biraj/Biraj__Biraj__BIRAJ_2.npy,Allergies,biraj,1
landmarks/nausea/Rajkumar/Rajkumar__Rajkumar__RAJKUMAR_21.npy,nausea,rajkumar,47
landmarks/Bleed/rajkumar/RAJKUMAR_52.npy,Bleed,rajkumar,6
landmarks/TB/Naresh/Naresh__Naresh__NARESH_11.npy,TB,naresh,44
landmarks/Injury/Biraj/Biraj__Biraj__BIRAJ_5.npy,Injury,biraj,28
landmarks/Sore Finger/Rinki/Rinki__Rinki__WIN_20250602_12_38_38_Pro.npy,Sore Finger,rinki,41
landmarks/STD/NARESH/NARESH__NARESH__NARESH_45.npy,STD,naresh,38
landmarks/Vomit/Kalyan/Kalyan__Kalyan__KALYAN_25.npy,Vomit,kalyan,46
landmarks/STOMACH ACHE/chayanika/CHAYANIKA_25.npy,STOMACH ACHE,chayanika,39
landmarks/Bone Fracture/rinki/RINKI_3.npy,Bone Fracture,rinki,7
landmarks/Injury/Umiraj/Umiraj__Umiraj__UMIRAJ_9.npy,Injury,umiraj,28
landmarks/Bleed/rajkumar/RAJKUMAR_21.npy,Bleed,rajkumar,6
landmarks/BRUISE/chayanika/CHAYANIKA_18.npy,BRUISE,chayanika,4
landmarks/Cut/Biraj/Biraj__Biraj__BIRAJ_31.npy,Cut,biraj,15
landmarks/Injury/Kalyan/Kalyan__Kalyan__KALYAN_42.npy,Injury,kalyan,28
landmarks/Rash/Biraj/Biraj__Biraj__BIRAJ_9.npy,Rash,biraj,34
landmarks/Vomit/Kalyan/Kalyan__Kalyan__KALYAN_22.npy,Vomit,kalyan,46
landmarks/Measles/rinki/RINKI_18.npy,Measles,rinki,32
landmarks/STOMACH ACHE/arinjit kataki/ARINJIT_37.npy,STOMACH ACHE,arinjit kataki,39
landmarks/Dizziness/anindita/WIN_20250602_12_15_08_Pro.npy,Dizziness,anindita,18
landmarks/Dizziness/Junali/Junali__Junali__Junali_6.npy,Dizziness,junali,18
landmarks/STOMACH ACHE/prakash/PRAKASH_31.npy,STOMACH ACHE,prakash,39
landmarks/Rash/Bishal/Bishal__Bishal__BISHAL_2.npy,Rash,bishal,34
landmarks/Itch/rupanjali/RUPANJALI_13.npy,Itch,rupanjali,29
landmarks/Bleed/junali/JUNALI_23.npy,Bleed,junali,6
landmarks/Vomit/Shubham/Shubham__Shubham__SHUBHAM_12.npy,Vomit,shubham,46
landmarks/Hiv/anindita/ANINDITA_9.npy,Hiv,anindita,27
landmarks/DIARRHOEA/Naresh/Naresh__Naresh__NARESH_24.npy,DIARRHOEA,naresh,16
landmarks/CONJUCTIVITIES/SURESH/SURESH__SURESH__SURESH_10.npy,CONJUCTIVITIES,suresh,10
landmarks/Swell/Rinki/Rinki__Rinki__Rinki_6.npy,Swell,rinki,43
landmarks/RUNNY NOSE/pranati/PRANATI_6.npy,RUNNY NOSE,pranati,33
landmarks/BROKEN BONES/chayanika/CHAYANIKA_23.npy,BROKEN BONES,chayanika,3
landmarks/Tooth ache/Junali/Junali__Junali__Junali_3.npy,Tooth ache,junali,45
landmarks/Cancer/rupanjali/RUPANJALI_28.npy,Cancer,rupanjali,11
landmarks/BRUISE/harkhapratim gogoi/HARKAPRATIM_10.npy,BRUISE,harkhapratim gogoi,4
landmarks/Cut/Umiraj/Umiraj__Umiraj__UMIRAJ_3.npy,Cut,umiraj,15
landmarks/Swell/anindita/WIN_20250602_12_24_05_Pro.npy,Swell,anindita,43
landmarks/Cold/Umiraj/Umiraj__Umiraj__UMIRAJ_25.npy,Cold,umiraj,12
landmarks/HEPATITIS/AKASH/AKASH__AKASH__AKASH_3.npy,HEPATITIS,akash,26
landmarks/nausea/anindita/ANINDITA_7.npy,nausea,anindita,47
landmarks/FLU/pranati/PRANATI_15.npy,FLU,pranati,20
landmarks/Sunburn/Kalyan/Kalyan__Kalyan__KALYAN_3.mp4.npy,Sunburn,kalyan,42
landmarks/Tooth ache/Junali/Junali__Junali__WIN_20250602_11_46_29_Pro.npy,Tooth ache,junali,45
landmarks/MUMPSE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_3.npy,MUMPSE,arinjit kataki,31
landmarks/Fever/Junali/Junali__Junali__WIN_20250602_12_07_46_Pro.npy,Fever,junali,22
landmarks/Cough/Bishal/Bishal__Bishal__BISHAL_1.npy,Cough,bishal,13
landmarks/STOMACH ACHE/arinjit kataki/ARINJIT_10.npy,STOMACH ACHE,arinjit kataki,39
landmarks/Retching/rajkumar/RAJKUMAR_27.npy,Retching,rajkumar,35
landmarks/Cut/Shubham/Shubham__Shubham__SHUBHAM_10.npy,Cut,shubham,15
landmarks/Bone Fracture/rupanjali/RUPANJALI_2.npy,Bone Fracture,rupanjali,7
landmarks/ASTHMA/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_37.npy,ASTHMA,arinjit kataki,0
landmarks/Cut/Kalyan/Kalyan__Kalyan__KALYAN_6.npy,Cut,kalyan,15
landmarks/Itch/rajkumar/RAJKUMAR_11.npy,Itch,rajkumar,29
landmarks/HEPATITIS/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_6.npy,HEPATITIS,harkhapratim gogoi,26
landmarks/RUNNY NOSE/arinjit kataki/ARINJIT_2.npy,RUNNY NOSE,arinjit kataki,33
landmarks/Sore Finger/Rinki/Rinki__Rinki__WIN_20250602_12_38_21_Pro.npy,Sore Finger,rinki,41
landmarks/DIARRHOEA/Akash/Akash__Akash__AKASH_25.npy,DIARRHOEA,akash,16
landmarks/Injury/Kalyan/Kalyan__Kalyan__KALYAN_40.npy,Injury,kalyan,28
landmarks/Sunburn/Umiraj/Umiraj__Umiraj__UMIRAJ_7.mp4.npy,Sunburn,umiraj,42
landmarks/Allergies/Kalyan/Kalyan__Kalyan__KALYAN_14.npy,Allergies,kalyan,1
landmarks/Sneeze/Junali/Junali__Junali__WIN_20250602_11_52_17_Pro.npy,Sneeze,junali,40
landmarks/Vomit/Kalyan/Kalyan__Kalyan__KALYAN_37.npy,Vomit,kalyan,46
landmarks/SORE THROAT/prakash/PRAKASH_18.npy,SORE THROAT,prakash,37
landmarks/Diabetes/rajkumar/RAJKUMAR_13.npy,Diabetes,rajkumar,17
landmarks/MUMPSE/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM37.npy,MUMPSE,harkhapratim gogoi,31
landmarks/nausea/rinki/RINKI_29.npy,nausea,rinki,47
landmarks/Sore Finger/Anindita/Anindita__Anindita__Anindita_3.npy,Sore Finger,anindita,41
landmarks/Cold/Biraj/Biraj__Biraj__BIRAJ_30.npy,Cold,biraj,12
landmarks/FLU/prakash/PRAKASH_15.npy,FLU,prakash,20
landmarks/Tooth ache/Junali/Junali__Junali__Junali_1.npy,Tooth ache,junali,45
landmarks/Measles/anindita/ANINDITA_2.npy,Measles,anindita,32
landmarks/Faint/rinki/RINKI_8.npy,Faint,rinki,21
landmarks/Back Ache/Anindita/Anindita__Anindita__Anindita_1.npy,Back Ache,anindita,5
landmarks/HEPATITIS/NARESH/NARESH__NARESH__NARESH_19.npy,HEPATITIS,naresh,26
landmarks/Sunburn/Shubham/Shubham__Shubham__SHUBHAM_10.mp4.npy,Sunburn,shubham,42
landmarks/Cold/Kalyan/Kalyan__Kalyan__KALYAN_26.npy,Cold,kalyan,12
landmarks/DIARRHOEA/Akash/Akash__Akash__AKASH_35.npy,DIARRHOEA,akash,16
landmarks/SHOULDER PAIN/prakash/PRAKASH_26.npy,SHOULDER PAIN,prakash,36
landmarks/SORE THROAT/chayanika/CHAYANIKA_1.npy,SORE THROAT,chayanika,37
landmarks/DIARRHOEA/Arinjit Kataki/Arinjit_Kataki__Arinjit_Kataki__ARINJIT_7.npy,DIARRHOEA,arinjit kataki,16
landmarks/Diabetes/anindita/ANINDITA_14.npy,Diabetes,anindita,17
landmarks/STD/NARESH/NARESH__NARESH__NARESH_47.npy,STD,naresh,38
landmarks/Faint/rinki/RINKI_23.npy,Faint,rinki,21
landmarks/BLOOD PRESSURE/NARESH/NARESH__NARESH__NARESH_4.npy,BLOOD PRESSURE,naresh,2
landmarks/Hiv/anindita/ANINDITA_1.npy,Hiv,anindita,27
landmarks/Hiv/rajkumar/RAJKUMAR_23.npy,Hiv,rajkumar,27
landmarks/Sneeze/Junali/Junali__Junali__Junali_13.npy,Sneeze,junali,40
landmarks/STD/AKASH/AKASH__AKASH__AKASH_23.npy,STD,akash,38
landmarks/Broken Arm/Shubham/Shubham__Shubham__SHUBHAM_4.npy,Broken Arm,shubham,8
landmarks/Broken Arm/Kalyan/Kalyan__Kalyan__KALYAN_40.npy,Broken Arm,kalyan,8
landmarks/nausea/anindita/ANINDITA_33.npy,nausea,anindita,47
landmarks/ASTHMA/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_6.npy,ASTHMA,harkhapratim gogoi,0
landmarks/ASTHMA/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_25.npy,ASTHMA,harkhapratim gogoi,0
landmarks/Fever/Rinki/Rinki__Rinki__Rinki_34.npy,Fever,rinki,22
landmarks/Cold/Bishal/Bishal__Bishal__BISHAL_15.npy,Cold,bishal,12
landmarks/Faint/anindita/ANINDITA_6.npy,Faint,anindita,21
landmarks/Cancer/rinki/RINKI_2.npy,Cancer,rinki,11
landmarks/Broken Arm/Kalyan/Kalyan__Kalyan__KALYAN_35.npy,Broken Arm,kalyan,8
landmarks/STD/NARESH/NARESH__NARESH__NARESH_42.npy,STD,naresh,38
landmarks/Dizziness/anindita/WIN_20250602_12_15_43_Pro.npy,Dizziness,anindita,18
landmarks/FLU/arinjit kataki/ARINJIT_1.npy,FLU,arinjit kataki,20
landmarks/Ear Ache/Shubham/Shubham__Shubham__SHUBHAM_12.npy,Ear Ache,shubham,19
landmarks/JAUNDICE/SURESH/SURESH__SURESH__SURESH_5.npy,JAUNDICE,suresh,30
landmarks/DIARRHOEA/harkhapratim gogoi/HARKHAPRATIM_23.npy,DIARRHOEA,harkhapratim gogoi,16
landmarks/JAUNDICE/NARESH/NARESH__NARESH__NARESH_14.npy,JAUNDICE,naresh,30
landmarks/Retching/rajkumar/RAJKUMAR_23.npy,Retching,rajkumar,35
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__HARKHAPRATIM_19.npy,JAUNDICE,arinjit kataki,30
landmarks/STOMACH ACHE/chayanika/CHAYANIKA_8.npy,STOMACH ACHE,chayanika,39
landmarks/Faint/junali/JUNALI_5.npy,Faint,junali,21
landmarks/Bone Fracture/rupanjali/RUPANJALI_6.npy,Bone Fracture,rupanjali,7
landmarks/Itch/junali/JUNALI_10.npy,Itch,junali,29
landmarks/Cold/Kalyan/Kalyan__Kalyan__KALYAN_20.npy,Cold,kalyan,12
landmarks/STOMACH ACHE/arinjit kataki/ARINJIT_54.npy,STOMACH ACHE,arinjit kataki,39
landmarks/HEAT BURN/harkhapratim gogoi/HARKAPRATIM_9.npy,HEAT BURN,harkhapratim gogoi,25
landmarks/JAUNDICE/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_35.npy,JAUNDICE,harkhapratim gogoi,30
landmarks/TB/Naresh/Naresh__Naresh__NARESH_19.npy,TB,naresh,44
landmarks/BRUISE/pranati/PRANATI_23.npy,BRUISE,pranati,4
landmarks/Cold/Kalyan/Kalyan__Kalyan__KALYAN_11.npy,Cold,kalyan,12
landmarks/Diabetes/rupanjali/RUPANJALI_7.npy,Diabetes,rupanjali,17
landmarks/Back Ache/Rinki/Rinki__Rinki__WIN_20250602_12_32_27_Pro.npy,Back Ache,rinki,5
landmarks/Sneeze/Anindita/Anindita__Anindita__WIN_20250602_12_21_32_Pro.npy,Sneeze,anindita,40
landmarks/Tooth ache/anindita/WIN_20250602_12_10_16_Pro.npy,Tooth ache,anindita,45
landmarks/DIARRHOEA/harkhapratim gogoi/HARKHAPRATIM_30.npy,DIARRHOEA,harkhapratim gogoi,16
landmarks/Itch/junali/JUNALI_20.npy,Itch,junali,29
landmarks/Cancer/anindita/ANINDITA_12.npy,Cancer,anindita,11
landmarks/Cut/Kalyan/Kalyan__Kalyan__KALYAN_37.npy,Cut,kalyan,15
landmarks/Cramp/Junali/Junali__Junali__WIN_20250602_12_04_49_Pro.npy,Cramp,junali,14
landmarks/CONJUCTIVITIES/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_4.npy,CONJUCTIVITIES,arinjit kataki,10
landmarks/BRUISE/chayanika/CHAYANIKA_13.npy,BRUISE,chayanika,4
landmarks/HEPATITIS/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_16.npy,HEPATITIS,arinjit kataki,26
landmarks/Bleed/junali/JUNALI_13.npy,Bleed,junali,6
landmarks/HEPATITIS/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_24.npy,HEPATITIS,arinjit kataki,26
landmarks/HEAT BURN/harkhapratim gogoi/HARKAPRATIM_17.npy,HEAT BURN,harkhapratim gogoi,25
landmarks/HEAT BURN/prakash/PRAKASH_33.npy,HEAT BURN,prakash,25
landmarks/Bleed/rajkumar/RAJKUMAR_59.npy,Bleed,rajkumar,6
landmarks/Allergies/Shubham/Shubham__Shubham__SHUBHAM_18.npy,Allergies,shubham,1
landmarks/Itch/anindita/ANINDITA_10.npy,Itch,anindita,29
landmarks/Bleed/rajkumar/RAJKUMAR_11.npy,Bleed,rajkumar,6
landmarks/Vomit/Biraj/Biraj__Biraj__BIRAJ_11.npy,Vomit,biraj,46
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__HARKHAPRATIM_11.npy,JAUNDICE,arinjit kataki,30
landmarks/Hiv/rajkumar/RAJKUMAR_37.npy,Hiv,rajkumar,27
landmarks/MUMPSE/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM48.npy,MUMPSE,harkhapratim gogoi,31
landmarks/JAUNDICE/NARESH/NARESH__NARESH__NARESH_8.npy,JAUNDICE,naresh,30
landmarks/Cut/Kalyan/Kalyan__Kalyan__KALYAN_15.npy,Cut,kalyan,15
landmarks/Bone Fracture/rinki/RINKI_30.npy,Bone Fracture,rinki,7
landmarks/Cramp/Junali/Junali__Junali__WIN_20250602_12_04_57_Pro.npy,Cramp,junali,14
landmarks/Faint/rajkumar/RAJKUMAR_23.npy,Faint,rajkumar,21
landmarks/Bone Fracture/anindita/ANINDITA_6.npy,Bone Fracture,anindita,7
landmarks/Fever/Junali/Junali__Junali__WIN_20250602_12_08_42_Pro.npy,Fever,junali,22
landmarks/Fever/Rinki/Rinki__Rinki__Rinki_26.npy,Fever,rinki,22
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__HARKHAPRATIM_14.npy,JAUNDICE,arinjit kataki,30
landmarks/Sneeze/Junali/Junali__Junali__Junali_15.npy,Sneeze,junali,40
landmarks/Broken Arm/Bishal/Bishal__Bishal__BISHAL_4.npy,Broken Arm,bishal,8
landmarks/Sore Finger/Rinki/Rinki__Rinki__Rinki_32.npy,Sore Finger,rinki,41
landmarks/BROKEN BONES/prakash/PRAKASH_33.npy,BROKEN BONES,prakash,3
landmarks/nausea/junali/JUNALI_3.npy,nausea,junali,47
landmarks/nausea/anindita/ANINDITA_21.npy,nausea,anindita,47
landmarks/Cramp/Anindita/Anindita__Anindita__Anindita_10.npy,Cramp,anindita,14
landmarks/BROKEN BONES/pranati/PRANATI_17.npy,BROKEN BONES,pranati,3
landmarks/STD/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_29.npy,STD,harkhapratim gogoi,38
landmarks/Swell/anindita/Anindita_4.npy,Swell,anindita,43
landmarks/Ear Ache/Biraj/Biraj__Biraj__BIRAJ_47.npy,Ear Ache,biraj,19
landmarks/SORE THROAT/prakash/PRAKASH_8.npy,SORE THROAT,prakash,37
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_32.npy,JAUNDICE,arinjit kataki,30
landmarks/Allergies/Bishal/Bishal__Bishal__BISHAL_26.npy,Allergies,bishal,1
landmarks/Itch/junali/JUNALI_19.npy,Itch,junali,29
landmarks/Rash/Bishal/Bishal__Bishal__BISHAL_12.npy,Rash,bishal,34
landmarks/Sunburn/Bishal/Bishal__Bishal__BISHAL_1.npy,Sunburn,bishal,42
landmarks/BRUISE/harkhapratim gogoi/HARKAPRATIM_5.npy,BRUISE,harkhapratim gogoi,4
landmarks/Sunburn/Kalyan/Kalyan__Kalyan__KALYAN_4.mp4.npy,Sunburn,kalyan,42
landmarks/Back Ache/Rinki/Rinki__Rinki__Rinki_24.npy,Back Ache,rinki,5
landmarks/SHOULDER PAIN/harkhapratim gogoi/HARKAPRATIM_4.npy,SHOULDER PAIN,harkhapratim gogoi,36
landmarks/Itch/anindita/ANINDITA_9.npy,Itch,anindita,29
landmarks/HEAT BURN/pranati/PRANATI_28.npy,HEAT BURN,pranati,25
landmarks/Dizziness/anindita/Anindita_18.npy,Dizziness,anindita,18
landmarks/CONJUCTIVITIES/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_3.npy,CONJUCTIVITIES,arinjit kataki,10
landmarks/SORE THROAT/chayanika/CHAYANIKA_17.npy,SORE THROAT,chayanika,37
landmarks/Dizziness/anindita/Anindita_1.npy,Dizziness,anindita,18
landmarks/Ear Ache/Shubham/Shubham__Shubham__SHUBHAM_9.npy,Ear Ache,shubham,19
landmarks/Allergies/Kalyan/Kalyan__Kalyan__KALYAN_15.npy,Allergies,kalyan,1
landmarks/Cold/Kalyan/Kalyan__Kalyan__KALYAN_43.npy,Cold,kalyan,12
landmarks/Allergies/Bishal/Bishal__Bishal__BISHAL_29.npy,Allergies,bishal,1
landmarks/Ear Ache/Shubham/Shubham__Shubham__SHUBHAM_8.npy,Ear Ache,shubham,19
landmarks/BRUISE/chayanika/CHAYANIKA_9.npy,BRUISE,chayanika,4
landmarks/nausea/rinki/RINKI_28.npy,nausea,rinki,47
landmarks/HEART ATTACK/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_21.npy,HEART ATTACK,harkhapratim gogoi,24
landmarks/SORE THROAT/harkhapratim gogoi/HARKAPRATIM_4.npy,SORE THROAT,harkhapratim gogoi,37
landmarks/Cramp/Junali/Junali__Junali__WIN_20250602_12_01_56_Pro.npy,Cramp,junali,14
landmarks/Cold/Umiraj/Umiraj__Umiraj__UMIRAJ_4.npy,Cold,umiraj,12
